longitude,latitude,hcho
79.36350297118406,27.45404285049363,0.026863549698540788
93.7678576602479,23.40240915860301,0.10430839619164553
88.29984854528513,17.738190407158193,0.2767585095746809
84.96646210492591,30.344875492673715,0.17650881161346227
73.90046601106091,27.118279313846983,0.22023559312139723
73.89986300840506,14.065423483622283,0.14391804417289408
71.45209030420499,32.77317961234606,0.15781064962265956
91.65440364437337,30.563431073079226,0.2537149314611922
85.02787529358022,33.7449978322981,0.03795831611024089
87.70181444490115,28.142987709709,0.08972516046353489
70.51461235739507,25.33537989839475,0.032952596826678636
94.24774630404985,20.456075907265472,0.5903914991308871
90.81106602001054,33.31821208385033,0.3870647201052887
75.3084777669569,31.65159723751021,0.004743036960180691
74.54562418017751,11.130466752654735,0.16375109459738804
74.58511274633585,10.6591743624313,0.34808540474702554
77.60605607398844,19.41158417195124,0.026113566034856275
83.11891079080594,30.263833269545824,0.11217916079631543
80.7986254660529,34.68190323287361,0.3315838480204356
77.28072850495104,13.760422277588205,0.003977976707439649
85.29632236805949,24.853267883803376,0.16007730829231984
73.48734651630105,19.52227141577554,0.04678680524494577
77.30361621338045,34.24785994536508,0.34656123698697816
79.15904608234229,31.052973078392718,0.4756792764849419
81.40174960542589,30.958217617778445,0.38756357828941695
89.62939903482534,21.717328994874258,0.08577771308221878
74.991844553959,20.37048755844163,0.2656876979260706
82.8558609603403,16.835176798267657,0.24963456969807574
84.81036422155105,11.409387416273178,0.05101519389627664
71.16126031799995,31.61805940637633,0.23674863628138262
85.18862129753596,30.32252522825194,0.004404811399325706
74.26310309218229,34.992941832153264,0.12129679067871725
71.62628982463198,34.91592092684763,0.03448056004752106
93.72213843133333,23.885792640065688,0.01661010534024169
94.14080082686398,29.224685379512763,0.010101578157384527
90.20993370291153,33.619143247060705,0.1595754093684619
77.61534422933427,31.241184766935287,0.05518171897204911
72.4418028501596,16.18370254357994,0.1728148235819215
87.10582566280392,21.263603382752336,0.008422703234269562
81.00381234349004,13.228985378787375,0.050264849380233824
73.05095587111947,33.85127568146806,0.10360293787207572
82.37942275278175,25.154365861272,0.20965351441401048
70.85971302788046,15.716070137586568,0.0509464927757369
92.73301005196956,26.792517110146417,0.13154323356693487
